忠明平日PM2.5,埔里平日PM2.5,線西平日PM2.5,忠明假日PM2.5,埔里假日PM2.5,線西假日PM2.5
31 ,27 ,16 ,38 ,59 ,37 
33 ,35 ,10 ,33 ,60 ,37 
28 ,43 ,13 ,28 ,60 ,33 
31 ,43 ,13 ,35 ,64 ,31 
27 ,39 ,13 ,32 ,65 ,27 
20 ,33 ,13 ,32 ,58 ,21 
14 ,27 ,10 ,30 ,54 ,25 
19 ,25 ,13 ,32 ,57 ,34 
27 ,27 ,14 ,35 ,60 ,36 
25 ,20 ,9 ,30 ,62 ,38 
19 ,14 ,9 ,33 ,58 ,43 
12 ,14 ,11 ,32 ,48 ,48 
15 ,15 ,12 ,32 ,41 ,44 
20 ,17 ,12 ,26 ,33 ,42 
16 ,13 ,10 ,19 ,28 ,42 
18 ,14 ,5 ,23 ,28 ,40 
12 ,18 ,5 ,19 ,30 ,33 
14 ,19 ,6 ,21 ,34 ,31 
9 ,18 ,7 ,13 ,37 ,26 
13 ,22 ,,25 ,34 ,22 
13 ,23 ,,26 ,30 ,31 
20 ,20 ,,41 ,25 ,32 
19 ,17 ,,36 ,23 ,26 
19 ,22 ,,37 ,25 ,29 
15 ,27 ,,29 ,28 ,28 
22 ,24 ,,26 ,34 ,27 
19 ,27 ,9 ,26 ,45 ,33 
19 ,26 ,16 ,46 ,51 ,36 
14 ,16 ,11 ,37 ,54 ,38 
14 ,17 ,8 ,41 ,55 ,41 
14 ,14 ,9 ,40 ,58 ,37 
13 ,11 ,11 ,47 ,60 ,37 
12 ,12 ,8 ,45 ,59 ,42 
13 ,13 ,5 ,43 ,58 ,47 
10 ,15 ,7 ,43 ,60 ,56 
10 ,17 ,12 ,50 ,57 ,53 
7 ,20 ,10 ,51 ,56 ,39 
4 ,15 ,8 ,54 ,59 ,35 
13 ,11 ,17 ,60 ,59 ,42 
12 ,13 ,21 ,61 ,60 ,44 
15 ,9 ,22 ,59 ,60 ,40 
8 ,8 ,23 ,50 ,57 ,46 
8 ,14 ,21 ,56 ,49 ,50 
14 ,19 ,25 ,53 ,44 ,49 
19 ,18 ,24 ,53 ,48 ,40 
25 ,15 ,24 ,41 ,51 ,32 
26 ,13 ,28 ,49 ,54 ,35 
23 ,11 ,27 ,41 ,50 ,38 
23 ,11 ,24 ,42 ,51 ,34 
23 ,13 ,21 ,25 ,54 ,28 
30 ,14 ,16 ,21 ,48 ,27 
33 ,15 ,14 ,14 ,44 ,25 
29 ,15 ,17 ,21 ,37 ,19 
37 ,15 ,14 ,24 ,27 ,16 
33 ,15 ,16 ,24 ,20 ,20 
40 ,14 ,26 ,24 ,19 ,25 
36 ,14 ,28 ,32 ,25 ,27 
33 ,13 ,31 ,32 ,28 ,32 
30 ,14 ,29 ,33 ,26 ,37 
24 ,14 ,20 ,25 ,26 ,34 
30 ,11 ,13 ,27 ,24 ,33 
24 ,14 ,7 ,23 ,23 ,35 
22 ,15 ,8 ,21 ,23 ,34 
20 ,15 ,8 ,21 ,25 ,34 
19 ,12 ,7 ,24 ,27 ,31 
12 ,11 ,7 ,22 ,24 ,31 
6 ,16 ,10 ,21 ,23 ,39 
10 ,18 ,11 ,18 ,25 ,40 
10 ,15 ,8 ,23 ,25 ,35 
9 ,15 ,9 ,22 ,22 ,31 
5 ,17 ,8 ,24 ,19 ,24 
13 ,19 ,14 ,20 ,19 ,24 
13 ,18 ,17 ,18 ,17 ,22 
18 ,17 ,14 ,12 ,19 ,13 
16 ,17 ,11 ,10 ,22 ,10 
19 ,15 ,8 ,13 ,23 ,8 
18 ,18 ,8 ,12 ,23 ,13 
14 ,20 ,9 ,11 ,15 ,19 
11 ,23 ,10 ,11 ,14 ,23 
7 ,27 ,12 ,13 ,15 ,25 
11 ,25 ,14 ,22 ,16 ,26 
9 ,22 ,14 ,21 ,19 ,26 
9 ,19 ,8 ,19 ,18 ,23 
10 ,24 ,8 ,10 ,17 ,28 
8 ,25 ,11 ,16 ,16 ,33 
12 ,23 ,4 ,13 ,18 ,27 
5 ,15 ,2 ,18 ,19 ,30 
6 ,13 ,8 ,9 ,16 ,32 
4 ,17 ,10 ,26 ,23 ,27 
2 ,17 ,12 ,32 ,27 ,30 
4 ,13 ,17 ,41 ,23 ,27 
3 ,7 ,20 ,27 ,18 ,24 
11 ,5 ,21 ,35 ,20 ,27 
15 ,3 ,22 ,26 ,18 ,28 
13 ,2 ,21 ,30 ,19 ,27 
15 ,2 ,20 ,20 ,20 ,27 
10 ,2 ,13 ,21 ,23 ,21 
13 ,4 ,6 ,20 ,29 ,14 
7 ,4 ,6 ,20 ,27 ,19 
11 ,1 ,6 ,22 ,22 ,24 
9 ,1 ,7 ,19 ,18 ,20 
9 ,4 ,7 ,20 ,20 ,20 
9 ,7 ,8 ,19 ,25 ,23 
6 ,5 ,11 ,18 ,25 ,21 
5 ,2 ,11 ,23 ,22 ,20 
0 ,1 ,8 ,20 ,22 ,21 
9 ,3 ,11 ,25 ,25 ,23 
22 ,9 ,28 ,22 ,19 ,30 
23 ,8 ,22 ,26 ,15 ,32 
20 ,11 ,20 ,26 ,16 ,29 
15 ,14 ,20 ,30 ,16 ,31 
20 ,13 ,22 ,27 ,15 ,31 
25 ,15 ,27 ,28 ,16 ,27 
32 ,17 ,30 ,21 ,19 ,23 
27 ,14 ,24 ,24 ,17 ,26 
24 ,16 ,13 ,23 ,16 ,32 
24 ,25 ,15 ,29 ,15 ,32 
25 ,24 ,18 ,32 ,15 ,37 
27 ,18 ,18 ,32 ,17 ,35 
24 ,22 ,22 ,28 ,17 ,33 
29 ,20 ,26 ,24 ,18 ,30 
25 ,18 ,19 ,16 ,10 ,28 
26 ,24 ,17 ,11 ,10 ,28 
21 ,23 ,19 ,12 ,19 ,26 
21 ,20 ,15 ,18 ,18 ,25 
23 ,25 ,14 ,22 ,16 ,28 
22 ,26 ,18 ,24 ,18 ,31 
25 ,27 ,22 ,31 ,19 ,35 
23 ,28 ,24 ,35 ,18 ,44 
31 ,29 ,27 ,37 ,18 ,44 
33 ,29 ,26 ,30 ,23 ,40 
33 ,23 ,29 ,25 ,18 ,28 
30 ,18 ,33 ,20 ,13 ,19 
30 ,17 ,37 ,16 ,17 ,17 
33 ,16 ,35 ,15 ,22 ,13 
23 ,18 ,25 ,12 ,16 ,9 
22 ,18 ,17 ,12 ,9 ,8 
16 ,18 ,17 ,14 ,10 ,8 
27 ,23 ,27 ,10 ,14 ,17 
22 ,19 ,33 ,13 ,14 ,20 
26 ,13 ,39 ,11 ,13 ,13 
28 ,18 ,37 ,16 ,12 ,18 
29 ,25 ,29 ,14 ,4 ,19 
35 ,25 ,32 ,12 ,7 ,17 
33 ,27 ,29 ,21 ,12 ,23 
32 ,37 ,21 ,25 ,12 ,32 
26 ,38 ,20 ,28 ,17 ,36 
19 ,31 ,23 ,29 ,19 ,34 
23 ,32 ,25 ,28 ,23 ,33 
23 ,30 ,24 ,30 ,24 ,36 
32 ,28 ,29 ,28 ,26 ,36 
32 ,32 ,33 ,32 ,33 ,36 
36 ,38 ,29 ,31 ,32 ,38 
28 ,37 ,31 ,38 ,27 ,41 
25 ,38 ,31 ,46 ,31 ,47 
29 ,43 ,33 ,43 ,29 ,47 
33 ,41 ,34 ,41 ,26 ,43 
36 ,27 ,33 ,41 ,30 ,46 
41 ,18 ,37 ,45 ,26 ,53 
35 ,23 ,38 ,49 ,19 ,52 
41 ,20 ,39 ,49 ,19 ,46 
35 ,20 ,35 ,53 ,16 ,36 
37 ,28 ,31 ,50 ,16 ,27 
37 ,27 ,33 ,51 ,18 ,30 
40 ,24 ,38 ,48 ,17 ,33 
39 ,26 ,41 ,49 ,20 ,31 
47 ,28 ,35 ,48 ,16 ,32 
44 ,30 ,29 ,54 ,11 ,35 
49 ,35 ,26 ,56 ,17 ,31 
42 ,40 ,19 ,45 ,24 ,25 
18 ,45 ,14 ,39 ,23 ,24 
11 ,47 ,14 ,32 ,23 ,24 
28 ,45 ,15 ,37 ,26 ,28 
35 ,38 ,23 ,43 ,27 ,29 
43 ,32 ,31 ,42 ,30 ,31 
39 ,33 ,27 ,43 ,29 ,31 
32 ,37 ,37 ,50 ,24 ,32 
31 ,41 ,49 ,42 ,27 ,34 
29 ,41 ,47 ,39 ,26 ,34 
36 ,40 ,47 ,20 ,22 ,31 
29 ,37 ,39 ,24 ,22 ,23 
30 ,38 ,34 ,15 ,16 ,19 
25 ,37 ,36 ,24 ,18 ,19 
22 ,35 ,36 ,25 ,22 ,19 
25 ,38 ,34 ,23 ,18 ,17 
29 ,35 ,34 ,15 ,19 ,17 
37 ,39 ,41 ,12 ,20 ,21 
44 ,48 ,44 ,18 ,24 ,20 
47 ,48 ,36 ,19 ,25 ,19 
45 ,37 ,31 ,15 ,20 ,20 
37 ,31 ,26 ,19 ,17 ,12 
33 ,33 ,24 ,12 ,15 ,9 
26 ,41 ,26 ,16 ,15 ,8 
25 ,37 ,21 ,12 ,16 ,4 
22 ,32 ,19 ,26 ,17 ,5 
26 ,37 ,16 ,16 ,20 ,8 
30 ,39 ,16 ,15 ,24 ,8 
31 ,35 ,23 ,3 ,23 ,7 
32 ,35 ,27 ,6 ,19 ,8 
33 ,40 ,35 ,6 ,24 ,10 
38 ,34 ,35 ,6 ,23 ,7 
44 ,33 ,34 ,10 ,23 ,8 
43 ,32 ,35 ,5 ,23 ,12 
48 ,32 ,35 ,3 ,23 ,12 
48 ,34 ,36 ,0 ,22 ,11 
47 ,32 ,39 ,7 ,18 ,10 
46 ,34 ,40 ,11 ,22 ,8 
44 ,34 ,34 ,12 ,25 ,10 
48 ,34 ,33 ,9 ,25 ,15 
41 ,38 ,34 ,9 ,20 ,13 
43 ,43 ,36 ,13 ,17 ,16 
45 ,45 ,41 ,15 ,16 ,25 
48 ,46 ,40 ,16 ,14 ,24 
61 ,41 ,33 ,21 ,11 ,20 
51 ,33 ,31 ,18 ,9 ,17 
46 ,44 ,37 ,15 ,13 ,11 
29 ,54 ,33 ,20 ,17 ,9 
29 ,62 ,27 ,11 ,20 ,9 
32 ,63 ,25 ,23 ,24 ,9 
39 ,51 ,27 ,19 ,23 ,10 
38 ,50 ,28 ,24 ,18 ,8 
31 ,49 ,20 ,18 ,16 ,5 
29 ,47 ,20 ,14 ,14 ,8 
35 ,53 ,25 ,8 ,17 ,10 
36 ,56 ,24 ,11 ,20 ,10 
35 ,54 ,27 ,13 ,19 ,16 
30 ,49 ,33 ,13 ,20 ,20 
3 ,3 ,2 ,12 ,17 ,22 
0 ,4 ,0 ,12 ,16 ,21 
0 ,5 ,0 ,10 ,15 ,19 
4 ,7 ,2 ,10 ,13 ,18 
7 ,3 ,4 ,6 ,13 ,19 
11 ,1 ,0 ,11 ,10 ,24 
6 ,2 ,0 ,9 ,4 ,26 
7 ,7 ,0 ,14 ,8 ,27 
4 ,12 ,6 ,14 ,11 ,20 
6 ,12 ,8 ,19 ,11 ,11 
2 ,11 ,8 ,22 ,12 ,9 
6 ,9 ,9 ,19 ,10 ,8 
4 ,5 ,5 ,25 ,9 ,8 
10 ,0 ,0 ,12 ,12 ,5 
4 ,1 ,1 ,19 ,18 ,6 
9 ,8 ,11 ,12 ,20 ,6 
7 ,8 ,10 ,19 ,15 ,7 
11 ,7 ,7 ,18 ,19 ,13 
11 ,9 ,8 ,12 ,22 ,16 
14 ,11 ,9 ,12 ,18 ,12 
16 ,12 ,13 ,13 ,19 ,15 
10 ,9 ,12 ,15 ,20 ,16 
13 ,5 ,11 ,21 ,18 ,17 
11 ,7 ,8 ,18 ,17 ,19 
15 ,5 ,6 ,15 ,15 ,20 
12 ,4 ,5 ,13 ,16 ,23 
10 ,4 ,4 ,9 ,20 ,19 
9 ,4 ,2 ,15 ,17 ,10 
10 ,1 ,4 ,20 ,11 ,13 
11 ,0 ,7 ,18 ,7 ,22 
7 ,5 ,8 ,16 ,9 ,20 
2 ,13 ,7 ,15 ,13 ,20 
0 ,12 ,4 ,20 ,17 ,20 
8 ,9 ,3 ,16 ,17 ,18 
12 ,7 ,9 ,21 ,11 ,16 
14 ,10 ,14 ,21 ,11 ,13 
9 ,13 ,9 ,21 ,16 ,15 
6 ,9 ,10 ,21 ,17 ,16 
7 ,4 ,13 ,18 ,17 ,12 
10 ,5 ,13 ,18 ,18 ,10 
15 ,8 ,13 ,8 ,22 ,11 
14 ,9 ,12 ,20 ,25 ,10 
13 ,13 ,12 ,14 ,24 ,8 
10 ,18 ,9 ,27 ,20 ,10 
10 ,18 ,10 ,13 ,18 ,12 
13 ,15 ,8 ,15 ,22 ,18 
13 ,14 ,7 ,10 ,24 ,25 
18 ,13 ,8 ,18 ,25 ,21 
12 ,12 ,4 ,15 ,26 ,19 
12 ,12 ,1 ,8 ,26 ,22 
6 ,12 ,5 ,8 ,23 ,21 
7 ,10 ,8 ,12 ,19 ,23 
6 ,10 ,5 ,15 ,24 ,19 
6 ,11 ,2 ,15 ,22 ,13 
4 ,13 ,6 ,9 ,18 ,17 
2 ,13 ,9 ,10 ,17 ,16 
7 ,17 ,3 ,9 ,17 ,15 
7 ,20 ,10 ,12 ,19 ,22 
6 ,15 ,18 ,18 ,12 ,20 
11 ,11 ,25 ,22 ,9 ,10 
15 ,12 ,14 ,19 ,14 ,15 
15 ,14 ,4 ,11 ,18 ,16 
14 ,16 ,5 ,11 ,22 ,19 
8 ,18 ,4 ,14 ,14 ,23 
12 ,16 ,0 ,15 ,11 ,26 
3 ,13 ,0 ,14 ,14 ,18 
7 ,11 ,7 ,14 ,11 ,11 
11 ,12 ,8 ,13 ,12 ,13 
13 ,11 ,8 ,10 ,13 ,20 
9 ,11 ,7 ,10 ,12 ,22 
4 ,12 ,4 ,11 ,13 ,18 
2 ,10 ,3 ,13 ,15 ,22 
8 ,10 ,3 ,11 ,15 ,21 
5 ,5 ,8 ,8 ,15 ,17 
10 ,1 ,7 ,6 ,15 ,16 
4 ,2 ,6 ,8 ,15 ,13 
11 ,11 ,6 ,6 ,13 ,13 
10 ,14 ,5 ,6 ,14 ,11 
10 ,12 ,6 ,3 ,12 ,11 
10 ,11 ,8 ,14 ,9 ,10 
5 ,8 ,10 ,13 ,12 ,10 
12 ,11 ,11 ,15 ,13 ,17 
10 ,7 ,14 ,12 ,8 ,19 
14 ,5 ,19 ,18 ,7 ,14 
11 ,7 ,19 ,19 ,8 ,12 
9 ,13 ,16 ,18 ,9 ,15 
14 ,16 ,10 ,17 ,12 ,19 
18 ,10 ,10 ,16 ,10 ,21 
12 ,1 ,13 ,16 ,10 ,16 
19 ,3 ,8 ,9 ,12 ,8 
15 ,9 ,8 ,16 ,12 ,9 
24 ,14 ,13 ,8 ,12 ,16 
18 ,11 ,12 ,18 ,13 ,22 
11 ,9 ,16 ,9 ,18 ,20 
8 ,13 ,17 ,11 ,17 ,11 
8 ,13 ,16 ,12 ,14 ,12 
8 ,8 ,26 ,25 ,13 ,15 
10 ,4 ,28 ,25 ,13 ,14 
2 ,11 ,24 ,18 ,16 ,20 
9 ,11 ,19 ,18 ,16 ,21 
7 ,8 ,15 ,11 ,9 ,18 
7 ,9 ,14 ,10 ,4 ,17 
5 ,16 ,13 ,5 ,7 ,17 
6 ,20 ,16 ,9 ,10 ,17 
7 ,16 ,17 ,19 ,12 ,13 
8 ,13 ,12 ,16 ,12 ,8 
11 ,13 ,19 ,13 ,11 ,11 
12 ,12 ,26 ,12 ,10 ,16 
15 ,11 ,18 ,11 ,8 ,17 
19 ,13 ,9 ,9 ,8 ,20 
19 ,24 ,10 ,0 ,8 ,16 
18 ,26 ,13 ,2 ,7 ,10 
10 ,17 ,14 ,3 ,8 ,11 
15 ,19 ,11 ,2 ,8 ,10 
20 ,23 ,6 ,6 ,9 ,10 
22 ,20 ,9 ,5 ,9 ,11 
21 ,20 ,17 ,10 ,5 ,12 
12 ,18 ,12 ,2 ,8 ,15 
9 ,17 ,8 ,7 ,9 ,12 
10 ,17 ,12 ,9 ,4 ,9 
10 ,9 ,10 ,11 ,7 ,14 
5 ,5 ,9 ,9 ,13 ,17 
7 ,8 ,14 ,12 ,14 ,13 
6 ,12 ,12 ,11 ,8 ,12 
10 ,12 ,6 ,13 ,9 ,14 
5 ,9 ,9 ,3 ,15 ,12 
8 ,7 ,11 ,2 ,13 ,16 
5 ,10 ,13 ,8 ,11 ,19 
10 ,13 ,22 ,14 ,11 ,19 
13 ,11 ,26 ,18 ,8 ,20 
21 ,8 ,20 ,15 ,8 ,24 
21 ,10 ,14 ,18 ,6 ,27 
19 ,15 ,16 ,23 ,4 ,28 
12 ,14 ,16 ,18 ,8 ,27 
16 ,14 ,8 ,13 ,9 ,23 
14 ,15 ,8 ,8 ,11 ,20 
16 ,13 ,13 ,8 ,16 ,20 
12 ,8 ,6 ,8 ,16 ,24 
6 ,4 ,3 ,12 ,17 ,23 
3 ,4 ,7 ,13 ,19 ,20 
3 ,4 ,8 ,13 ,20 ,25 
8 ,9 ,11 ,18 ,18 ,28 
9 ,13 ,10 ,20 ,18 ,31 
8 ,11 ,9 ,25 ,17 ,31 
3 ,10 ,11 ,23 ,17 ,24 
0 ,9 ,12 ,26 ,16 ,22 
0 ,8 ,7 ,22 ,11 ,18 
2 ,9 ,1 ,19 ,9 ,14 
3 ,8 ,4 ,12 ,5 ,14 
2 ,5 ,8 ,9 ,1 ,16 
3 ,11 ,7 ,10 ,0 ,12 
6 ,17 ,4 ,8 ,0 ,11 
9 ,15 ,12 ,5 ,2 ,13 
11 ,11 ,14 ,0 ,4 ,9 
10 ,11 ,10 ,3 ,8 ,8 
13 ,5 ,16 ,6 ,10 ,8 
13 ,4 ,21 ,12 ,10 ,11 
16 ,8 ,15 ,10 ,9 ,13 
16 ,11 ,8 ,10 ,11 ,10 
16 ,9 ,9 ,8 ,15 ,7 
9 ,4 ,8 ,11 ,19 ,6 
5 ,10 ,7 ,11 ,13 ,8 
4 ,13 ,8 ,13 ,4 ,12 
4 ,10 ,8 ,11 ,4 ,10 
5 ,8 ,8 ,12 ,7 ,7 
4 ,13 ,10 ,10 ,13 ,10 
7 ,12 ,12 ,11 ,11 ,11 
3 ,8 ,8 ,10 ,7 ,13 
6 ,9 ,4 ,9 ,8 ,13 
10 ,8 ,7 ,10 ,7 ,8 
10 ,5 ,8 ,5 ,5 ,8 
9 ,7 ,8 ,7 ,9 ,10 
1 ,7 ,10 ,4 ,7 ,11 
6 ,8 ,8 ,15 ,4 ,12 
6 ,8 ,5 ,20 ,4 ,12 
9 ,8 ,8 ,22 ,8 ,15 
8 ,11 ,11 ,16 ,10 ,18 
9 ,12 ,18 ,10 ,7 ,17 
7 ,13 ,18 ,12 ,8 ,14 
8 ,12 ,18 ,9 ,12 ,14 
11 ,10 ,31 ,7 ,7 ,17 
18 ,10 ,21 ,6 ,4 ,19 
19 ,10 ,11 ,8 ,9 ,14 
19 ,14 ,10 ,11 ,5 ,8 
13 ,14 ,8 ,11 ,4 ,10 
15 ,15 ,3 ,7 ,8 ,13 
15 ,18 ,5 ,4 ,11 ,10 
16 ,23 ,11 ,2 ,9 ,13 
16 ,22 ,10 ,11 ,5 ,12 
16 ,17 ,10 ,12 ,5 ,9 
13 ,15 ,16 ,13 ,5 ,9 
14 ,13 ,19 ,4 ,2 ,7 
13 ,14 ,12 ,4 ,5 ,9 
15 ,17 ,9 ,3 ,4 ,8 
13 ,18 ,10 ,5 ,2 ,1 
13 ,20 ,8 ,3 ,7 ,2 
8 ,18 ,11 ,2 ,5 ,5 
13 ,17 ,10 ,1 ,4 ,7 
11 ,23 ,13 ,4 ,5 ,6 
16 ,22 ,20 ,1 ,3 ,6 
12 ,16 ,19 ,6 ,4 ,8 
14 ,19 ,22 ,7 ,8 ,5 
18 ,19 ,25 ,7 ,9 ,1 
26 ,14 ,24 ,6 ,9 ,6 
29 ,8 ,25 ,8 ,8 ,8 
39 ,15 ,21 ,13 ,2 ,6 
35 ,19 ,12 ,7 ,0 ,3 
30 ,22 ,8 ,3 ,2 ,3 
21 ,32 ,8 ,0 ,2 ,2 
18 ,38 ,9 ,1 ,4 ,3 
16 ,37 ,8 ,4 ,7 ,6 
13 ,38 ,8 ,2 ,5 ,7 
9 ,39 ,9 ,3 ,5 ,11 
12 ,37 ,12 ,0 ,5 ,10 
16 ,33 ,13 ,2 ,5 ,7 
18 ,32 ,17 ,1 ,8 ,10 
20 ,30 ,26 ,6 ,4 ,14 
21 ,28 ,35 ,5 ,3 ,8 
13 ,24 ,35 ,2 ,4 ,3 
20 ,25 ,31 ,2 ,0 ,3 
23 ,25 ,25 ,2 ,3 ,5 
22 ,18 ,15 ,4 ,7 ,6 
26 ,17 ,15 ,0 ,5 ,6 
22 ,20 ,21 ,0 ,8 ,5 
20 ,19 ,21 ,7 ,13 ,8 
18 ,19 ,20 ,13 ,12 ,8 
21 ,22 ,17 ,13 ,9 ,8 
22 ,17 ,11 ,10 ,3 ,10 
25 ,17 ,12 ,11 ,2 ,16 
22 ,18 ,11 ,13 ,11 ,18 
26 ,23 ,5 ,10 ,19 ,19 
30 ,30 ,1 ,14 ,25 ,19 
21 ,32 ,5 ,14 ,27 ,20 
12 ,31 ,4 ,14 ,30 ,23 
6 ,31 ,2 ,12 ,34 ,20 
10 ,26 ,8 ,14 ,37 ,17 
11 ,15 ,8 ,15 ,32 ,21 
7 ,15 ,3 ,10 ,28 ,30 
2 ,19 ,3 ,13 ,29 ,31 
3 ,18 ,6 ,15 ,28 ,28 
18 ,28 ,9 ,19 ,26 ,32 
21 ,28 ,7 ,21 ,26 ,30 
24 ,31 ,8 ,27 ,24 ,27 
20 ,30 ,8 ,37 ,19 ,33 
20 ,27 ,15 ,35 ,13 ,34 
23 ,24 ,17 ,30 ,14 ,33 
26 ,24 ,18 ,38 ,17 ,36 
29 ,25 ,18 ,43 ,16 ,36 
30 ,25 ,16 ,40 ,15 ,40 
33 ,25 ,13 ,21 ,11 ,47 
31 ,26 ,9 ,20 ,10 ,45 
23 ,28 ,9 ,24 ,10 ,41 
13 ,32 ,12 ,38 ,8 ,41 
11 ,42 ,11 ,38 ,9 ,40 
11 ,44 ,6 ,44 ,5 ,38 
15 ,35 ,8 ,40 ,0 ,41 
15 ,30 ,9 ,27 ,1 ,26 
18 ,28 ,5 ,10 ,8 ,7 
14 ,26 ,10 ,5 ,9 ,6 
9 ,27 ,14 ,6 ,7 ,5 
9 ,25 ,12 ,6 ,14 ,4 
10 ,28 ,14 ,2 ,14 ,3 
15 ,32 ,12 ,1 ,0 ,6 
13 ,30 ,8 ,3 ,0 ,10 
13 ,27 ,12 ,0 ,4 ,10 
14 ,20 ,14 ,0 ,2 ,8 
20 ,24 ,12 ,0 ,3 ,3 
14 ,28 ,13 ,2 ,3 ,3 
12 ,27 ,15 ,4 ,4 ,9 
15 ,28 ,19 ,5 ,5 ,9 
22 ,26 ,22 ,0 ,7 ,8 
28 ,27 ,23 ,0 ,9 ,11 
25 ,32 ,23 ,5 ,5 ,9 
21 ,34 ,15 ,11 ,1 ,8 
16 ,33 ,10 ,13 ,4 ,12 
13 ,32 ,8 ,8 ,9 ,15 
18 ,29 ,12 ,7 ,10 ,15 
13 ,33 ,9 ,8 ,8 ,10 
15 ,39 ,3 ,7 ,4 ,10 
18 ,40 ,8 ,5 ,7 ,10 
15 ,33 ,8 ,2 ,9 ,8 
11 ,27 ,11 ,0 ,4 ,7 
11 ,27 ,13 ,7 ,7 ,10 
12 ,24 ,10 ,6 ,9 ,15 
14 ,18 ,18 ,18 ,10 ,20 
12 ,20 ,22 ,18 ,13 ,19 
13 ,23 ,12 ,18 ,16 ,20 
8 ,27 ,6 ,14 ,16 ,20 
5 ,29 ,9 ,7 ,16 ,14 
10 ,28 ,14 ,9 ,15 ,8 
14 ,29 ,16 ,7 ,12 ,9 
12 ,27 ,16 ,6 ,13 ,9 
12 ,22 ,12 ,4 ,11 ,7 
12 ,23 ,12 ,5 ,8 ,4 
18 ,29 ,13 ,8 ,12 ,3 
12 ,34 ,12 ,9 ,13 ,4 
21 ,37 ,15 ,12 ,12 ,10 
29 ,37 ,11 ,11 ,12 ,10 
37 ,37 ,8 ,12 ,9 ,6 
29 ,34 ,11 ,7 ,9 ,8 
21 ,38 ,14 ,9 ,12 ,12 
20 ,44 ,13 ,7 ,13 ,10 
15 ,43 ,9 ,9 ,12 ,7 
22 ,39 ,15 ,5 ,8 ,7 
21 ,33 ,19 ,8 ,4 ,8 
25 ,34 ,20 ,7 ,4 ,11 
38 ,38 ,23 ,11 ,9 ,8 
36 ,34 ,35 ,10 ,14 ,6 
35 ,35 ,38 ,13 ,15 ,11 
24 ,37 ,24 ,15 ,17 ,14 
33 ,32 ,28 ,13 ,19 ,12 
39 ,30 ,34 ,9 ,17 ,11 
46 ,27 ,36 ,4 ,13 ,14 
39 ,25 ,41 ,6 ,13 ,13 
44 ,24 ,34 ,6 ,15 ,11 
42 ,24 ,19 ,6 ,15 ,8 
46 ,19 ,16 ,5 ,13 ,
36 ,17 ,31 ,4 ,12 ,
30 ,23 ,40 ,3 ,14 ,
24 ,24 ,43 ,4 ,15 ,
26 ,20 ,37 ,8 ,12 ,15 
33 ,20 ,25 ,16 ,13 ,13 
39 ,26 ,31 ,11 ,16 ,13 
41 ,28 ,35 ,14 ,13 ,7 
33 ,25 ,33 ,10 ,14 ,10 
30 ,25 ,21 ,14 ,13 ,11 
26 ,32 ,8 ,13 ,12 ,3 
24 ,39 ,9 ,11 ,10 ,6 
22 ,35 ,10 ,12 ,12 ,8 
20 ,27 ,14 ,8 ,12 ,10 
22 ,24 ,17 ,14 ,12 ,11 
19 ,27 ,14 ,14 ,13 ,9 
15 ,34 ,9 ,10 ,13 ,12 
11 ,34 ,9 ,5 ,11 ,13 
10 ,30 ,9 ,5 ,13 ,10 
8 ,29 ,7 ,11 ,15 ,9 
2 ,27 ,6 ,10 ,14 ,11 
0 ,26 ,2 ,8 ,12 ,10 
0 ,19 ,1 ,3 ,8 ,4 
4 ,17 ,2 ,1 ,4 ,1 
3 ,18 ,4 ,3 ,4 ,5 
8 ,18 ,5 ,8 ,5 ,9 
6 ,16 ,2 ,13 ,10 ,12 
9 ,18 ,5 ,14 ,13 ,12 
11 ,23 ,8 ,15 ,14 ,13 
20 ,27 ,13 ,15 ,14 ,12 
25 ,29 ,18 ,13 ,13 ,10 
28 ,27 ,14 ,13 ,12 ,10 
26 ,27 ,9 ,13 ,12 ,8 
22 ,28 ,8 ,14 ,15 ,6 
14 ,29 ,10 ,7 ,13 ,4 
15 ,32 ,12 ,7 ,14 ,5 
12 ,35 ,12 ,5 ,16 ,8 
12 ,33 ,18 ,11 ,13 ,8 
11 ,34 ,14 ,8 ,14 ,7 
12 ,33 ,8 ,16 ,18 ,8 
8 ,25 ,12 ,8 ,19 ,17 
10 ,22 ,14 ,6 ,17 ,17 
7 ,17 ,21 ,7 ,14 ,11 
6 ,13 ,26 ,7 ,15 ,8 
19 ,24 ,20 ,8 ,15 ,9 
24 ,18 ,17 ,0 ,16 ,11 
22 ,18 ,9 ,4 ,16 ,8 
19 ,22 ,6 ,6 ,14 ,4 
12 ,20 ,8 ,6 ,13 ,2 
13 ,17 ,8 ,3 ,13 ,3 
12 ,15 ,12 ,4 ,15 ,0 
16 ,13 ,15 ,10 ,19 ,0 
16 ,17 ,20 ,15 ,22 ,6 
22 ,24 ,19 ,10 ,17 ,8 
15 ,20 ,8 ,10 ,12 ,9 
10 ,13 ,3 ,12 ,11 ,9 
9 ,13 ,4 ,13 ,12 ,8 
12 ,11 ,8 ,11 ,12 ,8 
14 ,5 ,12 ,4 ,11 ,6 
13 ,10 ,12 ,3 ,10 ,1 
9 ,17 ,22 ,0 ,8 ,0 
9 ,18 ,19 ,2 ,9 ,1 
14 ,17 ,0 ,4 ,13 ,3 
15 ,17 ,2 ,8 ,14 ,6 
