忠明 PM10,忠明 PM2.5,忠明 RH,忠明 Temp,忠明 Rain,忠明 Wind
2,11,96,24,0.2,0.5
2,8,93,25,0,1.1
5,11,91,25,0,0.9
5,10,88,25,0,0.9
8,14,86,25,0,0.5
4,9,88,25,0,0.8
9,10,88,25,0,1
8,10,87,25,0,0.3
15,12,87,25,0,0.4
15,10,90,25,0,0.4
24,13,90,24,0,0.8
20,13,88,24,0,0.9
28,11,85,24,0,1
23,9,84,24,0,0.8
28,10,76,25,0.2,1.2
28,11,67,27,0,1.9
39,13,56,28,0,1
42,16,55,29,0,1
37,21,54,30,0,1.2
32,22,53,31,0,0.9
32,15,54,31,0,1.5
39,11,56,31,0,1.4
35,12,58,31,0,1.2
40,15,63,29,0,1
30,15,68,28,0,0.9
34,9,70,27,0,0.8
26,13,71,27,0,0.7
30,13,72,26,0,0.9
29,15,72,26,0,1.2
25,12,72,26,0,1.2
23,19,73,26,0,0.8
26,20,75,26,0,0.9
30,24,76,26,0,0.5
33,20,75,26,0,0.5
36,22,74,26,0,0.5
38,23,73,27,0,0.5
40,24,72,27,0,0.4
43,26,71,27,0,0.4
46,28,70,27,0,0.4
49,24,70,28,0,0.4
51,25,66,29,0,0.6
52,31,65,29,0,0.9
50,31,61,30,0,1.2
42,31,54,31,0,1.6
45,22,53,31,0,2.2
37,22,51,31,0,1.7
41,16,53,31,0,1.4
45,10,57,29,0,1.3
42,10,58,28,0,1
43,5,57,28,0,0.8
34,14,57,27,0,1.2
35,16,58,27,0,1.9
27,13,59,27,0,1.4
27,11,60,27,0,1.2
27,19,61,26,0,1.3
35,22,66,25,0,0.9
34,23,70,24,0,1.9
28,15,73,24,0,1.2
22,19,67,24,0,1.5
14,14,65,24,0,1.3
10,14,65,24,0,2.1
10,9,65,24,0,1.4
12,8,63,25,0,1
20,12,56,27,0,0.9
27,20,48,29,0,1.9
35,20,45,30,0,1.7
30,21,43,30,0,1.1
32,13,43,31,0,1.8
38,15,46,30,0,2.5
48,14,50,30,0,1.8
53,22,54,30,0,1.5
50,21,61,28,0,1.1
44,21,66,27,0,1.1
34,16,69,26,0,0.9
34,15,68,26,0,0.7
34,18,67,26,0,1
36,22,67,25,0,1.5
36,23,68,25,0,0.8
39,19,70,24,0,0.8
38,16,70,24,0,1.5
25,22,70,24,0,0.6
21,18,71,24,0,0.7
26,16,73,24,0,0.4
39,20,73,24,0,0.4
41,24,75,24,0,0.2
42,25,76,24,0,0.6
43,22,74,25,0,0.5
52,36,69,26,0,0.5
57,40,63,28,0,0.9
50,38,58,29,0,0.7
59,32,56,30,0,1.4
60,37,56,30,0,1.8
71,43,54,30,0,1.6
63,37,54,30,0,2.1
51,30,57,30,0,2.4
50,23,62,29,0,2.3
40,20,66,28,0,1.2
42,18,68,27,0,0.9
42,20,70,26,0,0.7
47,20,71,26,0,1.1
44,24,72,26,0,0.8
46,29,72,26,0,0.3
46,31,73,26,0,0.7
55,23,74,26,0,0.2
54,23,73,26,0,1.1
57,27,75,26,0,0.9
57,38,75,26,0,1
59,39,74,26,0,0.8
64,43,75,26,0,0.7
69,44,77,25,0,0.8
73,51,76,26,0,0.9
78,45,71,27,0,0.7
79,47,67,28,0,0.6
79,47,61,29,0,1.3
78,49,56,30,0,1
68,53,52,31,0,1.4
59,42,53,31,0,1.7
50,36,53,31,0,2.1
49,27,57,30,0,1.3
45,23,61,29,0,1
38,22,62,28,0,1.1
41,16,64,27,0,1
41,18,65,27,0,0.9
44,20,64,26,0,1.6
38,22,65,26,0,0.7
32,20,68,25,0,1.6
29,21,69,25,0,0.7
32,14,70,25,0,0.9
39,16,72,25,0,1.5
33,16,72,25,0,0.6
29,19,71,25,0,0.6
23,20,73,25,0,0.4
40,26,74,25,0,0.4
50,33,74,25,0,0.9
59,42,72,26,0,0.1
65,39,68,27,0,0.4
66,45,63,28,0,0.4
76,51,61,29,0,1.1
67,55,58,30,0,0.8
75,56,52,31,0,1.3
75,46,48,31,0,1.3
73,44,56,31,0,1.4
60,32,58,30,0,1
50,27,63,29,0,1.1
52,24,67,28,0,1
56,26,68,28,0,0.9
50,31,68,28,0,0.6
52,32,67,27,0,1.2
52,38,68,27,0,1
52,29,69,27,0,0.5
52,33,72,27,0,1
61,32,75,27,0,1.1
71,44,77,26,0,0.8
82,45,79,26,0,0.5
74,42,79,26,0,0.9
69,44,76,26,0,0.8
61,39,75,26,0,0.3
58,43,79,25,0,1.4
56,42,74,26,0,1
62,48,68,28,0,0.3
71,55,60,29,0,0.6
86,55,57,30,0,1.4
75,49,52,31,0,1.1
69,46,46,33,0,0.9
62,41,47,33,0,2
69,39,51,32,0,1.7
62,37,52,32,0,1.9
59,35,53,31,0,1.4
49,29,56,30,0,1.6
51,23,60,30,0,1.5
57,22,65,29,0,1.1
62,25,66,29,0,1.3
66,27,69,28,0,1.3
65,26,73,28,0,1.2
61,38,69,27,0,1
59,43,71,27,0,1.2
57,46,74,27,0,1
65,37,74,27,0,1
63,35,77,26,0,0.6
55,35,76,26,0,0.6
49,36,76,26,0,0.7
51,33,76,26,0,0.5
55,38,72,27,0,0.3
59,43,64,29,0,1.1
62,48,59,30,0,1.2
70,50,54,31,0,0.9
66,49,50,33,0,0.4
75,63,57,32,0,1.4
73,60,60,31,0,1.9
64,50,59,31,0,1.6
44,32,58,31,0,1.9
34,25,62,30,0,1.2
30,22,68,29,0,1
30,13,72,28,0,1.1
26,11,76,27,0,0.8
28,14,79,27,0,1.2
25,10,79,27,0,1.1
28,18,79,27,0,0.8
26,13,79,27,0,0.7
23,23,78,27,0,0.5
28,20,81,26,0,1
30,23,82,26,0,0.3
41,27,81,26,0,0.6
34,27,79,26,0,0.9
41,30,79,26,0,0.6
40,19,80,26,0,0.7
50,24,76,27,0,1.1
55,29,71,28,0,1.2
64,43,66,29,0,0.9
66,41,61,30,0,1.8
49,38,59,31,0,1.3
40,33,56,32,0,1.2
30,25,57,32,0,1.3
38,22,59,31,0,1.3
39,23,62,31,0,1.4
43,24,68,29,0,0.9
42,16,72,28,0,1
43,9,75,27,0,0.7
40,11,75,27,0,1.1
37,18,77,26,0,0.7
37,14,77,26,0,1.3
37,12,77,26,0,0.6
35,13,77,26,0,1.1
28,14,76,26,0,0.7
28,18,75,26,0,0.3
32,15,76,26,0,0.6
30,18,77,26,0,1
28,19,77,26,0,0.7
27,19,78,26,0,0.8
30,19,77,26,0,1.6
35,18,73,26,0,2
35,19,67,28,0,1.2
38,29,65,29,0,1.3
37,27,61,29,0,1.8
36,23,58,30,0,1.2
34,19,50,31,0,1.7
36,24,51,31,0,1.7
46,25,55,31,0,1.1
54,26,58,30,0,1.6
62,28,61,29,0,1.2
52,31,63,28,0,1.4
51,37,65,27,0,0.8
54,28,66,27,0,1
48,25,66,27,0,1.6
41,15,63,27,0,1.8
24,18,60,27,0,1.2
35,23,62,26,0,0.9
33,29,64,26,0,1.1
39,30,68,25,0,0.7
37,25,70,25,0,0.9
41,29,73,24,0,0.9
36,30,74,24,0,0.9
34,21,74,24,0,1.2
32,18,73,24,0,1
30,16,66,25,0,0.8
30,25,53,27,0,1
32,13,46,28,0,0.5
35,11,37,30,0,1.1
34,12,37,31,0,1.4
37,21,41,31,0,1.4
44,23,45,31,0,1.8
51,29,52,30,0,1.9
60,30,53,29,0,1.8
69,33,57,28,0,1.3
61,30,61,27,0,1.3
55,33,64,26,0,0.9
47,37,62,26,0,1.3
50,33,62,26,0,1.1
51,32,63,25,0,1.5
46,25,62,26,0,1.1
50,36,66,25,0,0.6
52,40,67,25,0,0.6
52,43,68,25,0,0.4
55,39,69,24,0,0.5
57,32,73,24,0,0.8
60,36,74,23,0,0.5
54,38,75,24,0,0.6
52,39,73,24,0,0.5
57,42,69,25,0,0.6
61,43,66,27,0,0.7
69,47,63,27,0,0.3
80,63,56,29,0,0.1
92,64,51,30,0,1.3
82,69,45,31,0,0.6
66,53,40,32,0,0.3
53,43,48,31,0,1.9
55,39,58,29,0,2.8
63,36,60,28,0,1.1
56,36,60,28,0,2
61,35,62,27,0,0.9
51,36,63,27,0,0.8
61,37,62,27,0,0.7
61,41,63,26,0,0.8
71,40,63,26,0,0.9
65,47,64,26,0,1.4
67,44,69,26,0,1.1
75,47,71,26,0,1.3
90,46,73,26,0,1.3
93,55,73,26,0,1.2
91,55,75,25,0,0.8
90,54,77,25,0,0.8
87,50,76,25,0,1
84,50,74,26,0,1.2
76,47,68,27,0,1.2
69,51,63,29,0,1.4
64,48,57,30,0,1.4
64,55,54,31,0,1.3
80,57,57,30,0,1.7
80,61,55,31,0,1.5
81,58,51,31,0,1.6
70,51,55,30,0,1.9
68,49,57,29,0,2
59,42,60,28,0,1.2
52,33,59,28,0,1
56,36,59,28,0,0.7
62,43,61,28,0,1.3
62,50,61,28,0,0.2
58,42,62,27,0,1.6
62,46,64,27,0,1.1
70,43,69,27,0,1.4
71,48,70,26,0,1.5
80,56,72,26,0,1.4
86,64,75,26,0,0.8
88,67,72,26,0,1.4
76,53,72,26,0,1
74,48,71,26,0,1.2
67,38,65,27,0,1.1
56,42,59,28,0,0.9
44,41,55,30,0,0.9
51,41,56,30,0,0.8
65,45,62,29,0,1.8
59,39,64,29,0,1.7
54,39,58,29,0,1.6
41,29,57,30,0,1.5
48,28,55,30,0,1.3
47,27,60,29,0,1.6
51,26,63,29,0,1.4
44,32,66,28,0,1.3
46,37,72,28,0,0.8
51,42,73,28,0,0.5
61,49,70,28,0,0.6
66,56,74,27,0,1.1
66,54,75,27,0,2
62,43,76,26,0,1.1
63,39,77,26,0,1
62,39,76,26,0,1.4
64,44,77,26,0,0.7
53,42,80,25,0,0.5
57,42,78,25,0,0.5
58,41,78,26,0,0.9
71,46,75,26,0,0.3
68,49,68,28,0,0.6
71,53,59,29,0,0.5
75,59,58,31,0,1
77,57,56,31,0,1.5
66,51,56,31,0,2.3
48,42,56,31,0,2
41,32,53,31,0,2
43,27,53,31,0,0.9
46,26,56,30,0,1.4
43,28,64,29,0,2.2
41,27,72,28,0,1.3
38,24,78,27,0,0.7
38,24,77,27,0,1.5
38,28,77,27,0,0.7
41,29,77,27,0,1.4
41,31,78,27,0,0.6
46,32,79,26,0,1.2
44,36,80,26,0,0.1
45,40,80,26,0,0.2
48,41,80,26,0,0.7
52,43,80,26,0,0.4
52,41,81,26,0,0.9
52,35,81,25,0,1
55,33,77,26,0,0.8
56,37,70,28,0,0.9
55,40,62,30,0,1
70,46,56,31,0,1.1
76,47,57,31,0,1.7
68,43,56,32,0,2.1
48,31,58,31,0,1.7
33,24,56,32,0,1.9
35,24,58,31,0,1.4
37,23,61,31,0,1.5
45,24,65,29,0,2
38,29,70,28,0,1.4
45,35,71,28,0,0.1
37,32,68,28,0,0.9
51,33,71,28,0,1.7
49,39,74,27,0,1.2
62,44,76,27,0,1.6
55,42,77,27,0,1.1
57,31,76,27,0,0.8
46,29,77,27,0,1.5
47,26,78,26,0,1.5
37,25,79,26,0,0.9
41,26,79,26,0,1.1
44,24,79,26,0,0.5
47,24,74,27,0,1.2
47,27,67,29,0,1
41,32,60,30,0,1.3
39,41,57,31,0,1.8
37,33,56,31,0,1.8
42,31,61,31,0,1.3
47,23,68,30,0,1.9
51,28,64,31,0,1.2
50,20,67,30,0,1.5
50,20,72,29,0,1.7
46,29,74,29,0,1.2
44,35,76,28,0,0.9
47,31,79,28,0,0.9
53,30,78,27,0,1.2
51,32,78,27,0,1.3
50,30,77,28,0,0.5
44,42,78,28,0,0.5
55,37,81,27,0,1.3
55,39,82,27,0,1.4
63,36,84,27,0,0.6
55,37,83,27,0,0.2
62,37,83,27,0,0.3
55,36,82,27,0,0.4
54,35,82,27,0,0.9
44,33,78,27,0,0.5
58,35,74,28,0,0.5
62,41,67,30,0,0.9
70,43,61,31,0,0.8
73,50,64,31,0,1.6
71,44,60,31,0,1.4
61,43,58,31,0,1.3
35,25,54,32,0,1.5
27,20,54,32,0,0.9
25,11,53,32,0,0.7
32,14,60,30,0,2.3
38,15,66,28,0,1.2
36,22,63,28,0,0.7
35,21,66,28,0,0.6
41,21,68,28,0,0.9
46,18,67,28,0,0.7
58,23,68,28,0,1.5
50,24,69,27,0,1
51,32,69,27,0,0.2
47,31,70,27,0,1
51,35,72,27,0,0.4
52,31,72,26,0,1.2
40,24,71,26,0,1.6
30,22,69,26,0,0.9
28,16,69,26,0,1
36,25,67,27,0,1.4
42,21,62,29,0,1.5
40,21,60,29,0,1
39,21,58,29,0,1
38,16,55,30,0,1.3
38,24,57,30,0,1.5
33,19,55,31,0,0.9
37,23,55,30,0,1.7
48,15,57,29,0,0.9
58,16,63,28,0,1
54,14,65,27,0,0.9
36,14,63,26,0,0.9
29,18,64,26,0,1
30,18,63,26,0,1.3
31,13,65,26,0,1.4
23,7,62,26,0,0.7
19,9,59,26,0,0.9
22,10,58,25,0,0.7
19,8,60,25,0,1.3
14,11,62,25,0,1.4
10,14,65,25,0,1
18,16,68,24,0,1.2
24,12,68,24,0,1.3
31,8,62,25,0,0.9
35,15,58,27,0,1.1
47,18,57,28,0,1
64,15,52,29,0,1.9
67,15,57,28,0,1.2
66,16,58,28,0,1
60,18,58,28,0,1.6
66,19,60,27,0,1.3
65,16,62,27,0,2.2
53,18,65,26,0,1.2
40,10,68,25,0,1
28,12,72,25,0,1
20,12,73,25,0,1.2
17,15,78,24,0,0.8
8,9,79,24,0,1
7,6,78,25,0,0.7
1,4,78,25,0,0.8
1,3,78,25,0,1.1
2,5,79,25,0,1
3,0,81,25,0,1.7
3,5,83,25,0,1.8
4,6,85,25,0,0.9
1,6,87,24,0,0.7
3,7,87,25,0,1.3
3,7,88,25,0,0.7
3,7,89,25,0.8,0.6
8,2,91,25,3.2,0.8
6,0,91,26,2,0.8
6,1,89,26,0.8,1.1
7,1,88,26,0.2,0.9
12,0,85,27,0.2,1.4
17,0,83,27,0,0.9
18,0,84,27,0.2,2
14,2,85,26,0.6,2.8
17,0,84,26,0.4,3
17,4,82,26,0.2,3.4
25,3,84,26,0.2,2.5
19,6,82,26,0.2,1.5
16,1,81,27,0.8,0.6
8,1,87,26,2.8,0.4
4,0,94,25,6.6,1.2
4,0,98,25,9.6,2.1
4,5,95,25,1.6,4.3
4,6,87,24,1.4,4.8
4,3,87,24,6.2,5.2
4,0,90,24,12,4.8
4,0,92,24,7.6,4.2
1,0,93,24,4,3.2
1,0,94,24,4.6,3.4
7,1,93,25,2,2.6
8,8,90,25,0.2,2.1
10,16,85,26,0,1.5
11,16,72,28,0,1.9
20,15,64,29,0,2.1
23,14,67,29,0,1.6
23,14,67,29,0,1.7
18,16,71,28,0,1.6
16,19,76,28,0,1.1
23,22,78,28,0,1
24,20,78,27,0,0.4
28,18,80,27,0,0.8
26,16,82,27,0,0.6
35,25,83,27,0,0.8
44,24,83,26,0,0.3
42,27,86,26,0,0.4
41,27,87,26,0,1
35,28,89,25,0,0.3
33,28,92,25,0,0.6
30,19,92,25,0,0.2
32,13,93,25,0,0.5
28,14,93,25,0,0.6
29,12,92,25,0,0.3
25,16,82,26,0,0.7
34,12,76,28,0,0.5
36,22,66,30,0,1
35,21,57,32,0,0.9
37,24,55,32,0,1.4
25,15,56,32,0,2
29,18,58,32,0,2.3
25,15,62,31,0,2.3
35,21,65,30,0,1.9
37,21,69,30,0,1.7
36,28,72,29,0,1.8
43,22,72,28,0,0.8
51,23,74,28,0,0.7
53,18,75,28,0,1.2
43,19,78,27,0,0.3
30,13,79,27,0,0.2
25,13,77,27,0,0.2
21,16,80,27,0,0.8
23,13,82,27,0,0.4
23,11,83,27,0,0.2
38,14,85,26,0,0.4
40,28,86,26,0,0.1
48,29,89,26,0,0.7
37,26,89,26,0,0.8
39,20,84,27,0,0.9
40,19,76,28,0,0.8
42,25,66,30,0,1.4
49,24,61,31,0,1.3
37,29,58,32,0,1.6
39,29,61,32,0,2
32,29,64,31,0,2.2
39,24,63,31,0,2.3
37,20,63,31,0,2.1
32,25,66,30,0,1.4
33,27,71,29,0,1.4
32,26,72,29,0,1
40,21,75,28,0,1.2
46,25,79,28,0,0.7
51,31,81,28,0,0.8
58,38,83,27,0,1.3
54,38,83,27,0,0.9
62,40,83,27,0,1
53,41,84,27,0,1.2
55,38,84,27,0,0.7
48,29,83,26,0,0.7
47,25,83,26,0,0.6
37,23,84,26,0,0.8
37,24,85,26,0,0.8
25,20,81,26,0,1
25,21,75,27,0,0.7
29,16,70,28,0,0.9
36,21,67,28,0,1.2
44,16,62,29,0,1.4
40,21,61,30,0,1.6
39,21,59,30,0,1.8
42,25,62,30,0,2.7
41,20,64,29,0,1.5
40,14,66,29,0,1.1
43,12,71,28,0,0.9
44,13,76,27,0,1.3
48,19,79,26,0,0.7
52,23,79,26,0,0.9
48,22,80,26,0,0.7
46,25,80,26,0,0.8
38,19,80,26,0,0.5
40,14,80,26,0,0.8
43,19,81,26,0,1.2
57,26,83,26,0,1.3
70,37,84,26,0,1.1
79,43,83,26,0,1.1
82,45,85,25,0,1.2
83,49,86,25,0,0.8
85,45,83,26,0,0.9
96,49,77,28,0,0.9
90,47,70,29,0,1.2
98,53,64,31,0,1.7
83,56,60,32,0,1.9
76,53,57,32,0,1.6
70,46,56,33,0,1.2
60,43,59,33,0,1.8
52,38,60,32,0,1.7
41,30,63,31,0,1.8
62,29,73,29,0,1.7
80,38,75,28,0,1.3
82,43,76,28,0,1.4
65,37,80,27,0,1.4
52,26,80,27,0,1
49,26,81,27,0,0.5
54,30,82,27,0,1.1
61,38,83,26,0,1
61,25,85,26,0,1.3
64,27,86,26,0,1
69,23,86,26,0,1.3
77,35,87,26,0,1.2
76,30,87,26,0,1.2
64,36,84,26,0,1.2
58,30,80,27,0,0.8
54,40,76,28,0,0.7
61,35,68,29,0,1.2
64,40,60,31,0,0.8
63,32,58,32,0,0.6
61,40,61,32,0,1
67,45,64,31,0,1.8
61,44,62,31,0,1.4
64,43,66,30,0,1.8
61,40,69,29,0,1.6
63,38,73,29,0,1.5
58,35,73,28,0,0.9
52,30,77,28,0,1.3
60,27,83,27,0,1.2
60,28,82,27,0,1.8
57,28,83,27,0,1.1
59,30,83,27,0,1.2
66,36,81,27,0,0.9
77,42,80,27,0,1.5
79,49,81,27,0,1.1
71,41,80,27,0,0.9
64,33,78,27,0,1
59,29,79,26,0,1.3
56,33,80,26,0,0.8
51,38,75,27,0,0.9
45,31,70,28,0,0.6
47,32,65,30,0,0.3
52,33,59,31,0,0.6
62,45,61,31,0,1.6
65,47,64,31,0,1.4
69,49,63,31,0,1.5
66,50,65,31,0,2.3
66,43,68,30,0,2
64,41,69,29,0,1.2
60,39,72,28,0,0.8
62,42,74,28,0,0.6
62,38,75,28,0,1
63,31,76,28,0,0.8
58,38,76,28,0,0.5
46,32,81,27,0,1.8
44,30,84,27,0,1.6
56,29,80,27,0,1.2
76,43,79,27,0,0.4
83,47,80,27,0,0.7
80,48,80,27,0,0.3
77,46,81,27,0,0.6
84,47,82,26,0,0.3
80,47,82,26,0,0.8
85,44,81,27,0,1.4
94,48,77,28,0,1
108,47,71,29,0,1.1
112,58,66,30,0,1.3
113,67,65,30,0,1.4
108,71,67,30,0,1.4
111,69,66,30,0,1.7
109,61,65,30,0,1.5
103,57,66,30,0,1.3
82,49,65,30,0,1.7
74,45,66,29,0,0.8
68,46,65,29,0,0.1
78,42,69,28,0,1.3
82,42,74,28,0,1.4
93,43,76,27,0,1.4
87,45,78,27,0,1.3
76,40,79,26,0,0.9
64,31,80,26,0,0.7
63,22,79,26,0,0.8
58,18,80,26,0,0.3
57,19,81,26,0,0.5
57,22,81,26,0,0.8
59,25,80,26,0,0.7
66,26,81,26,0,1.1
65,23,81,26,0,1.3
66,26,75,27,0,0.9
59,31,68,28,0,1.2
51,39,62,29,0,1.2
46,38,57,30,0,1.7
44,30,56,31,0,1.5
55,25,55,32,0,1.3
67,28,60,31,0,1
71,31,63,30,0,1.4
73,39,66,29,0,2
64,31,69,28,0,1.1
63,30,69,27,0,1
58,28,68,27,0,1
58,29,68,27,0,0.6
67,30,68,27,0,1.2
73,27,72,27,0,1.6
74,32,74,26,0,1.2
80,32,76,26,0,1.3
83,49,79,26,0,1.5
91,50,80,26,0,1.5
79,54,81,26,0,1.5
72,42,81,25,0,1.4
67,41,82,25,0,1.5
64,37,80,25,0,1.4
62,32,76,26,0,1.8
55,26,72,27,0,1.8
59,25,69,27,0,1.8
58,27,69,28,0,1.4
67,31,70,28,0,1.4
64,31,70,28,0,1.7
65,33,66,28,0,1.6
57,31,74,27,0.4,1.1
48,29,69,28,0,1
41,26,69,28,0,1.3
32,19,72,27,0,1.3
32,15,72,27,0,1.3
34,10,75,27,0,1.4
36,12,76,26,0,1.4
36,16,77,26,0,1.4
29,15,78,26,0,1.3
28,15,79,25,0,1.2
20,7,80,25,0,1
26,14,79,25,0,0.9
17,9,80,25,0,1.3
22,19,84,25,12,0.9
11,12,94,24,5.6,1.3
13,9,95,24,0.6,1.7
10,1,93,24,0,1
9,0,90,24,0,1.1
8,1,82,25,0,0.9
14,2,74,27,0,0.8
17,4,73,28,0,1.2
21,7,71,28,0,1.6
11,6,68,28,0,0.9
18,8,66,28,0,1.2
9,7,68,28,0,1.5
10,10,70,27,0,1
10,7,72,25,0,1.8
14,4,73,24,0,2.1
16,9,74,24,0,1.4
9,5,74,24,0,1.3
11,13,73,24,0,1.4
11,9,72,24,0,1.8
12,13,72,24,0,0.8
14,6,71,23,0,0.7
19,6,72,23,0,1.6
21,8,72,23,0,0.6
17,12,72,23,0,0.8
13,9,72,23,0,1
9,4,74,23,0,1.1
10,5,72,23,0,0.7
9,6,71,23,0,1.3
13,8,74,23,1.2,0.7
18,8,77,23,0,1
19,13,70,25,0,0.5
25,15,61,26,0,0.8
23,14,58,27,0,1
28,18,56,27,0,1.1
29,20,56,27,0,1
37,16,56,27,0,0.9
43,16,57,27,0,1.2
41,14,60,26,0,1.1
38,18,63,25,0,0.8
39,15,66,25,0,1.2
42,16,67,24,0,0.8
42,23,70,24,0,0.9
41,21,71,24,0,0.9
37,20,72,24,0,0.8
40,20,72,24,0,0.6
38,23,72,23,0,0.7
41,24,72,23,0,1.1
36,19,71,23,0,1.9
32,11,65,23,0,1.2
32,13,58,24,0,0.6
35,19,55,24,0,1.2
42,28,56,24,0,1.1
46,31,59,24,0,2.1
50,26,60,23,0,2.3
51,22,59,23,0,1.7
49,19,58,24,0,2.9
52,27,57,25,0,1.6
51,30,58,25,0,1
52,36,62,24,0,1.4
56,35,68,23,0,1.1
62,38,70,23,0,1.4
67,35,70,22,0,1.6
61,35,70,22,0,1
56,36,70,21,0,1
51,33,72,21,0,2.1
42,31,79,20,0,1.5
38,25,77,21,0,0.7
38,26,75,21,0,1.8
33,29,76,21,0,1.7
28,25,77,21,0,1.2
16,18,81,21,0,1.3
15,10,80,21,0,1.6
12,10,80,21,0,1.4
17,8,80,21,0,1.1
15,8,78,20,0,0.6
20,3,76,21,0,1
16,7,73,21,0,0.8
32,7,70,22,0,0.8
32,13,65,24,0,0.6
47,15,59,26,0,0.3
45,23,56,28,0,0.5
45,24,56,28,0,0.9
42,23,55,27,0,0.7
41,16,55,27,0,0.8
45,19,55,27,0,0.9
51,19,58,27,0,0.8
58,27,60,26,0,0.9
64,33,61,25,0,0.7
60,40,63,24,0,0.7
63,38,64,23,0,0.6
57,38,65,23,0,0.6
65,37,66,22,0,0.7
66,43,66,22,0,0.8
64,48,67,22,0,1.1
62,44,67,22,0,0.8
62,42,68,22,0,0.9
64,37,69,22,0,1
65,40,69,22,0,1.3
62,47,70,22,0,0.9
65,44,71,22,0,1.1
60,49,69,22,0,0.6
64,45,63,24,0,0.9
62,53,59,26,0,1.4
60,40,56,27,0,1.6
59,36,52,28,0,1.3
53,30,50,28,0,1.2
57,32,47,28,0,1.3
51,26,47,28,0,1.3
60,21,48,28,0,1.2
65,28,50,26,0,1.5
67,33,53,25,0,0.8
67,39,55,24,0,0.9
61,38,57,23,0,0.9
67,41,59,22,0,0.8
67,47,62,22,0,0.8
70,44,64,21,0,1.2
62,41,66,21,0,0.8
51,39,67,21,0,1.1
49,40,69,21,0,0.9
47,37,68,21,0,1.4
48,35,69,20,0,0.7
43,30,70,20,0,0.7
44,33,70,20,0,0.9
39,36,70,20,0,1.1
34,36,66,21,0,1.1
35,26,59,23,0,0.9
37,22,55,24,0,0.7
42,22,50,26,0,1.3
40,22,49,27,0,1.9
38,22,50,28,0,0.8
39,20,50,28,0,1.7
42,25,53,28,0,2.2
44,28,54,27,0,2.2
47,30,58,26,0,1.5
42,19,62,25,0,0.9
46,18,64,24,0,0.7
39,19,65,23,0,0.9
46,24,67,23,0,0.8
51,23,69,22,0,0.8
45,22,70,22,0,1.3
37,23,72,21,0,0.8
26,13,73,21,0,1.3
28,14,74,21,0,0.9
26,11,75,20,0,0.9
24,18,75,20,0,1.2
19,13,74,20,0,0.9
19,14,74,20,0,1.2
14,12,73,20,0,1.4
19,14,66,21,0,0.7
18,13,60,23,0,1
30,16,56,24,0,1
29,15,52,26,0,1.3
38,18,50,27,0,1.2
40,14,47,28,0,0.9
40,18,48,28,0,1.8
40,19,53,28,0,1.7
38,15,57,27,0,1.2
49,13,61,26,0,1.2
45,15,65,25,0,1
44,13,66,24,0,0.8
40,19,65,23,0,0.7
35,15,67,23,0,0.9
32,20,69,23,0,1.8
28,15,70,22,0,1.5
26,16,71,22,0,1.9
30,15,71,22,0,1.9
22,15,71,21,0,2.1
19,8,71,21,0,1.6
14,9,71,21,0,1.5
16,4,71,21,0,1.2
17,10,70,21,0,1.4
16,15,70,21,0,1.4
17,19,68,22,0,1.5
29,19,62,23,0,0.9
34,12,57,25,0,0.6
46,18,55,27,0,1
46,26,53,28,0,1
47,30,50,29,0,0.9
55,31,55,29,0,1
62,27,58,28,0,1.2
74,29,60,27,0,1.3
66,27,62,27,0,1.1
57,23,63,26,0,0.8
45,22,64,25,0,0.9
46,23,66,25,0,0.9
41,20,68,24,0,0.6
42,14,69,24,0,0.9
38,11,71,23,0,1.7
43,19,71,23,0,0.5
39,26,72,23,0,0.7
42,31,73,22,0,0.6
32,21,72,22,0,1.4
33,14,71,22,0,1.1
24,7,72,21,0,0.7
27,14,69,21,0,0.7
25,14,67,21,0,1.4
28,26,64,22,0,1.2
33,18,58,24,0,0.8
36,23,52,26,0,1
40,13,50,27,0,1
43,22,49,28,0,1.1
43,24,48,29,0,1
42,20,45,30,0,0.8
44,21,42,30,0,1.3
50,11,47,29,0,1.1
51,19,51,27,0,1.4
53,20,55,26,0,1.1
50,24,59,25,0,1
48,26,61,24,0,1.8
42,23,63,24,0,1.6
43,26,65,23,0,1.3
34,22,66,23,0,1.1
37,23,67,22,0,0.8
37,19,68,22,0,1.4
36,22,68,22,0,1.2
32,20,69,22,0,1.1
31,23,70,22,0,1.6
34,16,72,22,0,0.9
29,14,72,21,0,1
25,8,72,22,0,1.2
31,18,69,22,0,0.6
39,16,64,24,0,1.1
42,22,59,25,0,0.5
46,14,55,27,0,1
46,26,53,28,0,1
45,22,54,28,0,1.4
41,23,56,28,0,1.5
42,11,58,28,0,1.1
43,14,61,27,0,1.3
40,7,65,26,0,1.1
30,18,69,25,0,1.1
25,13,72,24,0,1.2
18,20,74,24,0,1.1
17,7,75,23,0,0.9
11,11,76,23,0,1.4
18,4,76,23,0,1.4
15,7,77,23,0,0.7
19,10,77,23,0,0.6
10,16,77,23,0,0.9
10,7,78,23,0,0.6
5,5,79,23,0,0.5
10,7,79,23,0,0.6
15,8,79,23,0,0.5
25,9,80,23,0,0.6
24,9,77,23,0,0.4
30,13,73,24,0,0.5
37,24,68,26,0,0.2
55,25,63,27,0,0.4
61,37,61,28,0,0.8
68,31,55,30,0,0.6
62,40,51,30,0,0.3
60,29,56,30,0,1.3
54,33,62,29,0,1.6
